index_content,word,nature,content_type,index_word
436,网购,n,pos,5
437,帮,v,pos,0
437,功率,n,pos,1
437,还好,v,pos,2
437,农村,n,pos,3
437,送货上门,l,pos,4
437,安装,v,pos,5
437,好评,v,pos,6
438,不错,a,pos,0
438,信赖,n,pos,1
438,品牌,n,pos,2
438,一如既往,i,pos,3
439,安装,v,pos,0
439,师傅,nr,pos,1
439,力,n,pos,2
439,有效率,n,pos,3
439,喜欢,v,pos,4
439,款,m,pos,5
440,样式,n,pos,0
440,不错,a,pos,1
440,安装,v,pos,2
440,力,n,pos,3
440,品牌,n,pos,4
440,值得,v,pos,5
440,信赖,n,pos,6
440,后期,t,pos,7
440,做,v,pos,8
440,评价,n,pos,9
441,满意,v,pos,0
441,物美价廉,l,pos,1
441,水量,n,pos,2
441,送货,v,pos,3
441,速度,n,pos,4
441,超快,v,pos,5
442,颜值,n,pos,0
442,不错,a,pos,1
442,遥控器,n,pos,2
442,为啥,r,pos,3
442,纠结,v,pos,4
444,外观,n,pos,0
444,漂亮,a,pos,1
444,品牌,n,pos,2
444,放心,v,pos,3
444,值得,v,pos,4
444,信赖,n,pos,5
445,挺好用,a,pos,0
445,安装,v,pos,1
445,师傅,nr,pos,2
445,安装,v,pos,3
445,仔细,ad,pos,4
445,价格合理,n,pos,5
446,送货,v,pos,0
446,安装,v,pos,1
446,服务,vn,pos,2
446,满意,v,pos,3
446,天,q,pos,4
446,冷,a,pos,5
446,孩子,n,pos,6
446,洗,v,pos,7
446,热水澡,n,pos,8
447,很好,a,pos,0
447,价格便宜,n,pos,1
447,质量,n,pos,2
447,真好,a,pos,3
448,爸妈,n,pos,0
448,换,v,pos,1
448,新,a,pos,2
448,不错,a,pos,3
448,水热,n,pos,4
448,很快,d,pos,5
448,安装,v,pos,6
448,师傅,nr,pos,7
448,力,n,pos,8
449,不错,a,pos,0
449,安装费,n,pos,1
449,花,v,pos,2
449,块钱,n,pos,3
449,品牌,n,pos,4
449,值得,v,pos,5
449,信赖,n,pos,6
450,发货,n,pos,0
450,很快,d,pos,1
450,过程,n,pos,2
450,中,f,pos,3
450,暂时,d,pos,4
451,昨天,t,pos,0
451,送货到,l,pos,1
451,家,m,pos,2
451,四楼,ns,pos,3
451,箱子,n,pos,4
451,感觉,n,pos,5
451,陈旧,nr,pos,6
451,放,v,pos,7
451,好久,m,pos,8
451,样子,n,pos,9
451,想,v,pos,10
451,快递,v,pos,11
451,小哥,n,pos,12
451,走,v,pos,13
451,想想,v,pos,14
451,总,b,pos,15
451,滋味,n,pos,16
451,打开,v,pos,17
451,发现,v,pos,18
451,泡沫,n,pos,19
451,碎,a,pos,20
451,掉,v,pos,21
451,还好,v,pos,22
451,机器,n,pos,23
451,损伤,v,pos,24
451,安装,v,pos,25
453,太,d,pos,0
453,尺寸,n,pos,1
453,合适,a,pos,2
453,给退,v,pos,3
453,退,v,pos,4
453,件,q,pos,5
453,人员,n,pos,6
453,上门,ns,pos,7
453,取,v,pos,8
453,件,q,pos,9
453,服务,vn,pos,10
453,超好,v,pos,11
453,新,a,pos,12
453,前前后后,i,pos,13
453,跑,v,pos,14
453,好几趟,m,pos,15
453,楼,n,pos,16
453,上上下下,l,pos,17
453,怨言,n,pos,18
453,狂点,n,pos,19
453,赞,v,pos,20
454,产品,n,pos,0
454,收到,v,pos,1
454,安装,v,pos,2
454,服务,vn,pos,3
454,人员,n,pos,4
454,热情,n,pos,5
455,父母,n,pos,0
455,这款,r,pos,1
455,不错,a,pos,2
455,新家,n,pos,3
455,好评,v,pos,4
456,品质,n,pos,0
456,太,d,pos,1
456,安装,v,pos,2
456,服务,vn,pos,3
456,到位,v,pos,4
456,赞,v,pos,5
457,物流配送,n,pos,0
457,力,n,pos,1
457,安装,v,pos,2
457,师傅,nr,pos,3
457,服务态度,n,pos,4
457,下次,t,pos,5
457,回来,v,pos,6
458,质量,n,pos,0
458,不错,a,pos,1
458,价格,n,pos,2
458,合适,a,pos,3
458,性价比,n,pos,4
458,高,a,pos,5
458,太棒了,nr,pos,6
460,信赖,n,pos,0
460,信赖,n,pos,1
460,一如既往,i,pos,2
460,地好,n,pos,3
461,安装,v,pos,0
461,快递,v,pos,1
461,小哥,n,pos,2
461,安装,v,pos,3
461,师傅,nr,pos,4
461,服务态度,n,pos,5
461,满意,v,pos,6
462,不错,a,pos,0
462,价格,n,pos,1
462,保护,v,pos,2
462,贴心,v,pos,3
462,品牌,n,pos,4
462,值得,v,pos,5
462,信奈,nr,pos,6
463,中,f,pos,0
463,感觉,n,pos,1
463,谢谢,nr,pos,2
463,谢谢,nr,pos,3
463,谢谢,nr,pos,4
463,谢谢,nr,pos,5
464,购物,n,pos,0
464,快捷,a,pos,1
464,服务,vn,pos,2
465,活动,vn,pos,0
465,期间,f,pos,1
465,购买,v,pos,2
465,不错,a,pos,3
465,物流,n,pos,4
465,专业,n,pos,5
465,安装,v,pos,6
465,人员,n,pos,7
465,服务,vn,pos,8
465,不错,a,pos,9
465,产品质量,n,pos,10
465,差距,n,pos,11
465,服务,vn,pos,12
467,经济,n,pos,0
467,实惠,vn,pos,1
467,放心,v,pos,2
467,安装,v,pos,3
467,师傅,nr,pos,4
467,细心,n,pos,5
467,赞赞,v,pos,6
467,赞,v,pos,7
468,一段时间,l,pos,0
468,省事,n,pos,1
468,订单,n,pos,2
468,安装,v,pos,3
468,一路,m,pos,4
468,顺畅,a,pos,5
469,价格,n,pos,0
469,便宜,a,pos,1
469,希望,v,pos,2
469,能用,n,pos,3
469,得住,v,pos,4
470,服务,vn,pos,0
470,发货,n,pos,1
470,安装,v,pos,2
470,效率,n,pos,3
470,满意,v,pos,4
470,好评,v,pos,5
471,物流,n,pos,0
471,服务,vn,pos,1
471,值得,v,pos,2
471,信赖,n,pos,3
471,品牌,n,pos,4
471,值得,v,pos,5
471,信赖,n,pos,6
472,家里,s,pos,0
472,值得,v,pos,1
472,信赖,n,pos,2
473,几天,m,pos,0
473,没装,v,pos,1
473,品牌,n,pos,2
474,商品,n,pos,0
474,超好,v,pos,1
474,安装,v,pos,2
474,师傅,nr,pos,3
474,服务态度,n,pos,4
475,快递,v,pos,0
475,很快,d,pos,1
475,爸妈,n,pos,2
475,喜欢,v,pos,3
476,品牌,n,pos,0
476,值得,v,pos,1
476,信赖,n,pos,2
476,物流,n,pos,3
476,服务,vn,pos,4
476,家电,j,pos,5
476,正品,n,pos,6
477,自营,vn,pos,0
477,店,n,pos,1
477,新款,n,pos,2
477,包,v,pos,3
477,安装,v,pos,4
477,超赞,v,pos,5
478,物流,n,pos,0
478,价格,n,pos,1
478,实惠,vn,pos,2
478,购买,v,pos,3
478,支持,v,pos,4
479,预想,v,pos,0
479,送货,v,pos,1
479,师傅,nr,pos,2
479,帮,v,pos,3
479,送到,v,pos,4
479,家,q,pos,5
479,辛苦,a,pos,6
479,安装,v,pos,7
479,师傅,nr,pos,8
479,用心,n,pos,9
479,安装,v,pos,10
479,帮,v,pos,11
479,试,v,pos,12
479,水温,n,pos,13
479,妥当,a,pos,14
479,后才,t,pos,15
479,离开,v,pos,16
479,白菜价,n,pos,17
479,买到,v,pos,18
479,品牌,n,pos,19
479,实在,v,pos,20
479,物超所值,i,pos,21
479,一系列,m,pos,22
479,服务,vn,pos,23
479,点,m,pos,24
479,大大的,nz,pos,25
479,赞,v,pos,26
480,安装,v,pos,0
480,人员,n,pos,1
480,水管,n,pos,2
480,接反,v,pos,3
480,搞定,v,pos,4
481,不错,a,pos,0
481,满意,v,pos,1
481,满意,v,pos,2
481,满意,v,pos,3
481,性价比,n,pos,4
481,高,a,pos,5
481,材料,n,pos,6
481,安装,v,pos,7
482,不错,a,pos,0
482,品牌,n,pos,1
482,气,n,pos,2
482,收到,v,pos,3
482,货,n,pos,4
482,刚刚,d,pos,5
482,价格,n,pos,6
482,便宜,a,pos,7
482,百多,m,pos,8
482,装上去,v,pos,9
482,忘记,v,pos,10
482,退货,v,pos,11
483,外观,n,pos,0
483,送货,v,pos,1
483,安装,v,pos,2
483,师傅,nr,pos,3
483,专业,n,pos,4
484,操作,v,pos,0
484,简单,a,pos,1
484,热水,n,pos,2
484,速度,n,pos,3
485,不错,a,pos,0
485,物流,n,pos,1
485,超快,v,pos,2
485,配送,v,pos,3
485,家,q,pos,4
485,安装,v,pos,5
485,棒棒,n,pos,6
485,哒,zg,pos,7
488,朋友,n,pos,0
488,东西,ns,pos,1
488,好不好,l,pos,2
489,师傅,nr,pos,0
489,态度,n,pos,1
489,安装,v,pos,2
489,到位,v,pos,3
489,解释,v,pos,4
489,详细,ad,pos,5
489,果断,d,pos,6
489,五星,nz,pos,7
490,安装,v,pos,0
490,师傅,nr,pos,1
490,不错,a,pos,2
490,好评,v,pos,3
490,价格公道,n,pos,4
490,安装,v,pos,5
490,师傅,nr,pos,6
490,不错,a,pos,7
490,好评,v,pos,8
490,价格公道,n,pos,9
490,安装,v,pos,10
490,师傅,nr,pos,11
490,不错,a,pos,12
490,好评,v,pos,13
490,价格公道,n,pos,14
491,购物,n,pos,0
491,物美价廉,l,pos,1
491,品质,n,pos,2
491,优,n,pos,3
492,产品,n,pos,0
492,安装,v,pos,1
492,师傅,nr,pos,2
492,不错,a,pos,3
492,好评,v,pos,4
493,产品,n,pos,0
493,不错,a,pos,1
494,安装,v,pos,0
494,赞,v,pos,1
494,值得,v,pos,2
494,信赖,n,pos,3
495,东西,ns,pos,0
495,不错,a,pos,1
495,值得,v,pos,2
495,信赖,n,pos,3
495,快递,v,pos,4
495,隔天,nz,pos,5
495,力,n,pos,6
495,赞,v,pos,7
496,第二次,m,pos,0
496,购买,v,pos,1
496,东西,ns,pos,2
496,放心,v,pos,3
496,售后服务,l,pos,4
496,超给,v,pos,5
496,力,n,pos,6
497,发货,n,pos,0
497,很快,d,pos,1
497,包装,v,pos,2
497,玩,v,pos,3
497,赞,v,pos,4
498,送到,v,pos,0
498,很快,d,pos,1
498,安装,v,pos,2
498,不错,a,pos,3
498,性价比,n,pos,4
498,高,a,pos,5
500,不错,a,pos,0
500,一段时间,l,pos,1
500,评价,n,pos,2
500,配件,n,pos,3
500,贵,a,pos,4
501,热,n,pos,0
501,洗澡,v,pos,1
501,够,v,pos,2
501,棒,zg,pos,3
501,值得,v,pos,4
501,购买,v,pos,5
502,不错,a,pos,0
502,花洒,nr,pos,1
502,太小,n,pos,2
502,水压,n,pos,3
502,高,a,pos,4
502,水太,nr,pos,5
502,密集,n,pos,6
503,帮,v,pos,0
503,朋友,n,pos,1
503,当天,t,pos,2
503,付款,v,pos,3
503,第二天,m,pos,4
503,送货,v,pos,5
503,安装,v,pos,6
504,没用,v,pos,0
504,过段时间,n,pos,1
504,追评,v,pos,2
505,不错,a,pos,0
505,两天,m,pos,1
505,降价,n,pos,2
506,售后服务,l,pos,0
506,安装,v,pos,1
506,技术,n,pos,2
506,服务态度,n,pos,3
506,满意,v,pos,4
507,品牌,n,pos,0
507,信得过,v,pos,1
507,质量,n,pos,2
507,热水,n,pos,3
507,充足,a,pos,4
507,容量,n,pos,5
508,品牌,n,pos,0
509,热,a,pos,0
509,很快,d,pos,1
509,外观,n,pos,2
509,漂亮,a,pos,3
509,省,n,pos,4
509,时,ng,pos,5
509,爱,v,pos,6
510,收到,v,pos,0
510,质量,n,pos,1
510,外观,n,pos,2
510,漂亮,a,pos,3
510,大气,n,pos,4
511,东西,ns,pos,0
511,收到,v,pos,1
511,物流,n,pos,2
511,很快,d,pos,3
511,价位,n,pos,4
511,东西,ns,pos,5
512,东西,ns,pos,0
512,值得,v,pos,1
512,购买,v,pos,2
512,容量,n,pos,3
512,出水量,n,pos,4
513,不错,a,pos,0
513,样子,n,pos,1
513,好看,v,pos,2
513,不错,a,pos,3
513,样子,n,pos,4
513,好看,v,pos,5
514,满意,v,pos,0
514,一个月,m,pos,1
514,评论,n,pos,2
514,安装,v,pos,3
514,师,ng,pos,4
515,商城,ns,pos,0
515,网,n,pos,1
515,购物,n,pos,2
515,流,n,pos,3
515,安装,v,pos,4
515,天,q,pos,5
515,搞定,v,pos,6
516,服务,vn,pos,0
516,太度,n,pos,1
516,主机,b,pos,2
516,装,v,pos,3
516,一段时间,l,pos,4
516,先知,n,pos,5
516,质量,n,pos,6
516,主机,b,pos,7
516,外观,n,pos,8
516,安装,v,pos,9
516,师傅,nr,pos,10
516,专业性,n,pos,11
516,服务性,n,pos,12
516,提高,v,pos,13
516,点,m,pos,14
518,满意,v,pos,0
518,购物,n,pos,1
518,安装,v,pos,2
518,人员,n,pos,3
518,力,n,pos,4
518,五分,m,pos,5
519,省,n,pos,0
519,家电,j,pos,1
524,装上,v,pos,0
524,很好,d,pos,1
524,冬天,t,pos,2
524,热水,n,pos,3
525,儿子,n,pos,0
525,宿舍,n,pos,1
525,里用,n,pos,2
525,效果,n,pos,3
525,值得,v,pos,4
525,信赖,n,pos,5
526,一款,m,pos,0
526,产品,n,pos,1
526,价格,n,pos,2
526,实惠,vn,pos,3
526,品牌,n,pos,4
526,毛病,n,pos,5
527,质量,n,pos,0
527,卖家,n,pos,1
527,描述,v,pos,2
527,完全一致,i,pos,3
527,满意,v,pos,4
527,真的,d,pos,5
527,喜欢,v,pos,6
527,超出,v,pos,7
527,期望值,n,pos,8
527,发货,n,pos,9
527,速度,n,pos,10
527,包装,v,pos,11
527,仔细,ad,pos,12
527,严实,ad,pos,13
527,物流,n,pos,14
527,公司,n,pos,15
527,服务态度,n,pos,16
527,运送,v,pos,17
527,速度,n,pos,18
527,很快,d,pos,19
527,满意,v,pos,20
527,购物,n,pos,21
529,送货,v,pos,0
529,速度,n,pos,1
529,很快,d,pos,2
529,安装,v,pos,3
529,师傅,nr,pos,4
529,服务态度,n,pos,5
530,数字,n,pos,0
530,显示,v,pos,1
530,配合,v,pos,2
530,遥控,vn,pos,3
530,实用,v,pos,4
531,实惠,vn,pos,0
531,性价比,n,pos,1
531,高,a,pos,2
532,这么久,r,pos,0
532,评价,n,pos,1
532,加热,v,pos,2
532,五星,nz,pos,3
533,安装,v,pos,0
533,师傅,nr,pos,1
533,认真负责,n,pos,2
533,安装,v,pos,3
533,整洁,a,pos,4
534,原坏,v,pos,0
534,正好,a,pos,1
534,换,v,pos,2
534,装上去,v,pos,3
534,尺寸,n,pos,4
534,正好,a,pos,5
534,美观,nz,pos,6
534,老款,n,pos,7
536,送货,v,pos,0
536,物流,n,pos,1
536,速度,n,pos,2
536,很快,d,pos,3
536,安装,v,pos,4
536,师傅,nr,pos,5
536,力,n,pos,6
537,昨天,t,pos,0
537,安装,v,pos,1
537,升温,v,pos,2
537,很快,d,pos,3
537,遥控器,n,pos,4
537,电池,n,pos,5
538,力给力,n,pos,0
538,力给力,n,pos,1
538,力,n,pos,2
539,没装,v,pos,0
539,昨天,t,pos,1
539,到货,v,pos,2
539,速度,n,pos,3
540,天气,n,pos,0
540,越来越,d,pos,1
540,凉,v,pos,2
540,温暖,an,pos,3
540,度过,v,pos,4
540,冬天,t,pos,5
540,特意,d,pos,6
540,家里,s,pos,7
540,备,v,pos,8
540,收货,n,pos,9
540,惊喜,a,pos,10
540,物美价廉,l,pos,11
540,不错,a,pos,12
540,不错,a,pos,13
540,购物,n,pos,14
540,选,v,pos,15
540,棒棒,n,pos,16
541,非常适合,i,pos,0
541,性格,n,pos,1
542,挺好用,a,pos,0
542,安装,v,pos,1
542,师傅,nr,pos,2
542,安装,v,pos,3
542,专业,n,pos,4
543,质量,n,pos,0
543,满意,v,pos,1
543,真的,d,pos,2
543,喜欢,v,pos,3
543,超出,v,pos,4
543,期望值,n,pos,5
543,发货,n,pos,6
543,速度,n,pos,7
543,包装,v,pos,8
543,仔细,ad,pos,9
543,严实,ad,pos,10
543,物流,n,pos,11
543,公司,n,pos,12
543,服务态度,n,pos,13
543,运送,v,pos,14
543,速度,n,pos,15
543,很快,d,pos,16
543,满意,v,pos,17
543,购物,n,pos,18
545,看着,v,pos,0
545,不错,a,pos,1
545,购物,n,pos,2
545,体验,n,pos,3
546,价格,n,pos,0
546,送货,v,pos,1
546,安装,v,pos,2
546,省心,n,pos,3
547,东西,ns,pos,0
547,不错,a,pos,1
547,声音,n,pos,2
547,很小,a,pos,3
547,出门在外,l,pos,4
549,太好了,l,pos,0
549,安装,v,pos,1
549,师傅,nr,pos,2
549,力,n,pos,3
549,支持,v,pos,4
550,安装,v,pos,0
550,装修,v,pos,1
550,试试,vn,pos,2
550,实际效果,n,pos,3
552,不错,a,pos,0
552,物流,n,pos,1
552,太度,n,pos,2
552,货,n,pos,3
552,装上去,v,pos,4
552,没用,v,pos,5
552,美观,nz,pos,6
558,服务态度,n,pos,0
558,值得,v,pos,1
558,信赖,n,pos,2
559,先是,d,pos,0
559,实体店,n,pos,1
559,机械式,n,pos,2
559,干脆,d,pos,3
559,网上,s,pos,4
559,抢,v,pos,5
559,拉倒,v,pos,6
559,正好,a,pos,7
559,赶上,d,pos,8
559,活动,vn,pos,9
559,不到,v,pos,10
559,一千块,m,pos,11
559,钱,n,pos,12
559,拿下,v,pos,13
559,辅材,n,pos,14
559,收费,n,pos,15
559,干嘛,n,pos,16
559,贵,a,pos,17
559,反正,d,pos,18
559,假货,n,pos,19
560,安装,v,pos,0
560,牌子,n,pos,1
560,放心,v,pos,2
561,不错,a,pos,0
561,送货,v,pos,1
561,速度,n,pos,2
561,爱,v,pos,3
562,家里,s,pos,0
562,搬,v,pos,1
562,新家,n,pos,2
562,一台,m,pos,3
563,不错,a,pos,0
563,产品,n,pos,1
563,质量,n,pos,2
564,不错,a,pos,0
564,实体店,n,pos,1
564,便宜,a,pos,2
565,看着,v,pos,0
565,很小,a,pos,1
565,空间,n,pos,2
565,安装,v,pos,3
566,安装,v,pos,0
566,服务,vn,pos,1
566,满意,v,pos,2
566,送货,v,pos,3
566,力,n,pos,4
568,送到,v,pos,0
568,安装,v,pos,1
568,安装,v,pos,2
568,评价,n,pos,3
569,安装,v,pos,0
569,速度,n,pos,1
569,出水,v,pos,2
569,安装,v,pos,3
569,人员,n,pos,4
569,服务周到,i,pos,5
570,产品,n,pos,0
570,安装,v,pos,1
570,送货,v,pos,2
570,太慢,a,pos,3
572,服务态度,n,pos,0
572,安装,v,pos,1
572,技术,n,pos,2
572,满意,v,pos,3
573,一如既往,i,pos,0
573,卖,v,pos,1
573,电器,n,pos,2
573,放心,v,pos,3
574,送货,v,pos,0
574,师傅,nr,pos,1
574,上门,ns,pos,2
574,安装,v,pos,3
574,态度,n,pos,4
575,到货,v,pos,0
575,未,d,pos,1
575,安装,v,pos,2
575,安装,v,pos,3
575,补充,v,pos,4
575,评价,n,pos,5
576,外观设计,n,pos,0
576,外壳,n,pos,1
576,材质,n,pos,2
576,不愧,a,pos,3
576,大厂,n,pos,4
576,品牌,n,pos,5
576,质保,j,pos,6
576,年,m,pos,7
576,数字,n,pos,8
576,显示,v,pos,9
576,直观,n,pos,10
576,安装,v,pos,11
576,师傅,nr,pos,12
576,乱收费,n,pos,13
576,我家,r,pos,14
576,坏,a,pos,15
576,帮忙,v,pos,16
576,安装,v,pos,17
577,价格,n,pos,0
577,贵,a,pos,1
577,希望,v,pos,2
577,一分钱,n,pos,3
577,一分货,n,pos,4
579,收到,v,pos,0
579,一段时间,l,pos,1
579,特地,n,pos,2
579,一段时间,l,pos,3
579,评论,n,pos,4
579,特别,d,pos,5
579,没想到,l,pos,6
579,花,v,pos,7
579,钱,n,pos,8
579,买来,v,pos,9
579,实用,v,pos,10
579,东西,ns,pos,11
579,物有所值,l,pos,12
579,快递,v,pos,13
579,很快,d,pos,14
579,安装,v,pos,15
579,师傅,nr,pos,16
579,到位,v,pos,17
579,满意,v,pos,18
582,质量,n,pos,0
582,值得,v,pos,1
582,推荐,v,pos,2
582,购买,v,pos,3
582,效果,n,pos,4
582,不错,a,pos,5
583,东西,ns,pos,0
583,家里人,nrt,pos,1
583,喜欢,v,pos,2
583,热水,n,pos,3
584,装完,v,pos,0
584,感觉,n,pos,1
584,不错,a,pos,2
584,安装,v,pos,3
584,师傅,nr,pos,4
584,非常热心,b,pos,5
585,东西,ns,pos,0
585,简洁,a,pos,1
585,大方,n,pos,2
585,媳妇,n,pos,3
585,特别,d,pos,4
585,喜欢,v,pos,5
586,第一天,m,pos,0
586,晚上,t,pos,1
586,拍,v,pos,2
586,第二天,m,pos,3
586,第三天,m,pos,4
586,师傅,nr,pos,5
586,安装,v,pos,6
586,师傅,nr,pos,7
586,服务,vn,pos,8
586,接,v,pos,9
586,太阳能,n,pos,10
586,另一面,c,pos,11
586,墙,n,pos,12
586,接,v,pos,13
586,管子,n,pos,14
586,安装费,n,pos,15
586,挺好,a,pos,16
587,不错,a,pos,0
587,感觉,n,pos,1
587,力,n,pos,2
587,购买,v,pos,3
588,到货,v,pos,0
588,安装,v,pos,1
588,效率,n,pos,2
588,高,a,pos,3
589,外观,n,pos,0
589,好看,v,pos,1
589,实体店,n,pos,2
589,款,m,pos,3
589,便宜,a,pos,4
590,很好,d,pos,0
590,天气,n,pos,1
590,总,b,pos,2
590,下雨,v,pos,3
590,太阳能,n,pos,4
590,二线,m,pos,5
591,货,n,pos,0
591,收到,v,pos,1
591,安装,v,pos,2
591,服务态度,n,pos,3
593,帮,v,pos,0
593,朋友,n,pos,1
593,产品,n,pos,2
593,安装,v,pos,3
593,满意,v,pos,4
594,整体,n,pos,0
594,行,zg,pos,1
594,唯一,b,pos,2
594,一点,m,pos,3
594,舒服,a,pos,4
594,机子,n,pos,5
594,侧面,f,pos,6
594,脏兮兮,z,pos,7
594,两块,m,pos,8
594,斑,n,pos,9
594,倒,v,pos,10
594,洗掉,v,pos,11
594,计较,v,pos,12
594,希望,v,pos,13
594,点,m,pos,14
594,细节,n,pos,15
594,客户,n,pos,16
594,第一,m,pos,17
594,映像,v,pos,18
595,外观设计,n,pos,0
595,不错,a,pos,1
595,师傅,nr,pos,2
595,安装,v,pos,3
596,装,v,pos,0
596,值得,v,pos,1
596,价格,n,pos,2
597,物流,n,pos,0
597,力,n,pos,1
597,拍,v,pos,2
597,第二天,m,pos,3
597,收到,v,pos,4
597,售后,n,pos,5
597,安装,v,pos,6
597,力,n,pos,7
597,收到,v,pos,8
597,第二天,m,pos,9
597,安装,v,pos,10
597,安装,v,pos,11
597,魏,nr,pos,12
597,师傅,nr,pos,13
597,认真仔细,z,pos,14
597,干活,a,pos,15
597,利索,n,pos,16
597,管线,n,pos,17
597,走,v,pos,18
597,漂亮,a,pos,19
597,晚上,t,pos,20
597,用上,v,pos,21
597,保温,n,pos,22
597,时间,n,pos,23
597,长,a,pos,24
597,满意,v,pos,25
598,安装,v,pos,0
598,业,n,pos,1
598,物流,n,pos,2
598,特别,d,pos,3
598,力,n,pos,4
599,服务态度,n,pos,0
599,安装,v,pos,1
599,快捷,a,pos,2
599,满分,d,pos,3
600,装修,v,pos,0
600,师傅,nr,pos,1
600,力,n,pos,2
600,服务态度,n,pos,3
602,送货,v,pos,0
602,安装,v,pos,1
602,专业,n,pos,2
602,很快,d,pos,3
603,安装,v,pos,0
603,师傅,nr,pos,1
603,特别,d,pos,2
603,热心,n,pos,3
604,购物,n,pos,0
604,放心,v,pos,1
604,产品包装,n,pos,2
604,质量,n,pos,3
604,到货,v,pos,4
604,没想到,l,pos,5
604,售后服务,l,pos,6
604,到位,v,pos,7
604,网上,s,pos,8
604,实体店,n,pos,9
604,价位,n,pos,10
604,实惠,vn,pos,11
604,购物,n,pos,12
604,选,v,pos,13
604,踏实,a,pos,14
606,外观,n,pos,0
606,很漂亮,n,pos,1
606,装修,v,pos,2
606,新家,n,pos,3
606,感觉,n,pos,4
606,不错,a,pos,5
606,装,v,pos,6
606,上试,v,pos,7
606,家里,s,pos,8
606,装完,v,pos,9
607,质量,n,pos,0
607,不错,a,pos,1
607,安装,v,pos,2
607,服务,vn,pos,3
607,到位,v,pos,4
608,满意,v,pos,0
608,安装,v,pos,1
608,师傅,nr,pos,2
608,力,n,pos,3
612,物流,n,pos,0
612,速度,n,pos,1
612,当天,t,pos,2
612,下单,n,pos,3
612,第二天,m,pos,4
612,送到,v,pos,5
612,第三天,m,pos,6
612,上门,ns,pos,7
612,安装,v,pos,8
612,安装,v,pos,9
612,师傅,nr,pos,10
612,认真负责,n,pos,11
612,安装,v,pos,12
612,完事,v,pos,13
612,收拾,v,pos,14
612,干净,a,pos,15
612,满意,v,pos,16
612,东西,ns,pos,17
612,值,v,pos,18
612,水热,n,pos,19
612,蛮快,a,pos,20
612,花洒,nr,pos,21
612,洗,v,pos,22
612,时间,n,pos,23
612,长,a,pos,24
612,建议,n,pos,25
612,大花,n,pos,26
612,洒,v,pos,27
612,水用,n,pos,28
612,费,v,pos,29
612,总体,n,pos,30
612,感觉,n,pos,31
614,当天,t,pos,0
614,收货,n,pos,1
614,安装,v,pos,2
614,特别,d,pos,3
615,服务态度,n,pos,0
615,安装,v,pos,1
615,效果,n,pos,2
615,正好,a,pos,3
616,师傅,nr,pos,0
616,态度,n,pos,1
616,物流,n,pos,2
616,不错,a,pos,3
617,物流,n,pos,0
617,东西,ns,pos,1
617,服务,vn,pos,2
617,到位,v,pos,3
617,星,n,pos,4
618,物流,n,pos,0
618,安装,v,pos,1
618,力,n,pos,2
618,加热,v,pos,3
618,很快,d,pos,4
620,货,n,pos,0
620,收到,v,pos,1
621,太阳能,n,pos,0
621,谱,v,pos,1
621,舒服,a,pos,2
622,价格,n,pos,0
622,实惠,vn,pos,1
622,品牌,n,pos,2
622,值得,v,pos,3
622,信赖,n,pos,4
623,热水,n,pos,0
623,舒服,a,pos,1
623,用用,v,pos,2
624,师傅,nr,pos,0
624,服务态度,n,pos,1
624,特别,d,pos,2
626,超级,b,pos,0
626,热水,n,pos,1
626,特快,d,pos,2
627,不错,a,pos,0
627,上门,ns,pos,1
627,安装,v,pos,2
627,免,v,pos,3
627,服务费,n,pos,4
628,电脑板,n,pos,0
628,遥控,vn,pos,1
628,外观,n,pos,2
628,漂亮,a,pos,3
628,大方,n,pos,4
629,东西,ns,pos,0
629,评价,n,pos,1
630,正品,n,pos,0
630,购,v,pos,1
634,物流,n,pos,0
634,很快,d,pos,1
634,昨天,t,pos,2
634,订货,n,pos,3
634,售后服务,l,pos,4
634,不错,a,pos,5
634,当天,t,pos,6
634,安装,v,pos,7
634,完毕,v,pos,8
634,花费,n,pos,9
634,满意,v,pos,10
635,感觉,n,pos,0
635,不错,a,pos,1
636,在家,r,pos,0
636,过段时间,n,pos,1
636,回家,n,pos,2
638,没试,v,pos,0
638,试过,v,pos,1
638,追加,v,pos,2
638,评价,n,pos,3
641,货,n,pos,0
641,收到,v,pos,1
641,安装,v,pos,2
642,品牌,n,pos,0
642,实惠,vn,pos,1
642,值得,v,pos,2
642,拥有,v,pos,3
643,安装,v,pos,0
643,师傅,nr,pos,1
643,态度,n,pos,2
643,技术,n,pos,3
643,专业,n,pos,4
644,来货,n,pos,0
644,安装,v,pos,1
644,服务周到,i,pos,2
648,家庭,n,pos,0
648,父母,n,pos,1
648,和子,nr,pos,2
648,远亲不如近邻,i,pos,3
648,地处,s,pos,4
648,远,a,pos,5
648,互相间,n,pos,6
648,显得,v,pos,7
648,生活,vn,pos,8
648,关系,n,pos,9
648,左邻右舍,i,pos,10
648,之间,f,pos,11
648,密,a,pos,12
650,价格,n,pos,0
650,适中,v,pos,1
651,物流,n,pos,0
651,超快,v,pos,1
651,晚上,t,pos,2
651,下单,n,pos,3
651,上午,t,pos,4
651,送货上门,l,pos,5
651,外形,n,pos,6
651,漂亮,a,pos,7
651,功能,n,pos,8
651,强大,a,pos,9
651,价格,n,pos,10
651,低点,n,pos,11
651,完美,a,pos,12
651,点,m,pos,13
651,赞,v,pos,14
651,物流,n,pos,15
651,小哥,n,pos,16
651,态度,n,pos,17
651,下次,t,pos,18
